ECLI,Ref_ECLI,Anchor text,Paragraph
ECLI:NL:HR:2004:AP0432,ECLI:NL:HR:2004:AP0432,8 oktober 2004 Eerste Kamer Nr. C99/080HR JMH/MD Hoge Raad der Nederlanden,"8 oktober 2004 Eerste Kamer Nr. C99/080HR JMH/MD Hoge Raad der Nederlanden Arrest in de zaak van: ANSUL B.V ., gevestigd te Schiedam, EISERES tot cassatie, advocaat: mr. T. Cohen Jehoram, t e g e n AJAX BRANDBEVEILIGING, gevestigd te Amsterdam, VERWEERSTER in cassatie, advocaat: aanvankelijk jhr. mr. R.E.P. de Ranitz, thans mr. R.S. Meijer. 1. Het verloop van het geding..."
ECLI:NL:HR:2004:AP1080,ECLI:NL:HR:2004:AP1080,15 oktober 2004 Eerste Kamer Nr. C03/139HR JMH/AT Hoge Raad der Nederlanden,"15 oktober 2004 Eerste Kamer Nr. C03/139HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: 1. [Eiser 1], en 2. [Eiser 2], beiden wonende te [woonplaats], EISERS tot cassatie, advocaat: mr. R.S. Meijer, t e g e n DE GEMEENTE UDEN, gevestigd te Uden, VERWEERSTER in cassatie, advocaat: mr. J.G. de Vries Robbé. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP1359,ECLI:NL:HR:2004:AP1359,29 oktober 2004 Eerste Kamer Nr. C03/002HR RM/AT Hoge Raad der Nederlanden,"29 oktober 2004 Eerste Kamer Nr. C03/002HR RM/AT Hoge Raad der Nederlanden Arrest in de zaak van: DE ONTVANGER VAN DE BELASTINGDIENST/OOST-BRABANT, voorheen De Ontvanger van de Belastingdienst/Ondernemingen Eindhoven, kantoorhoudende te Eindhoven, EISER tot cassatie, advocaat: mr. M.J. Schenck, t e g e n [Verweerder], wonende te [woonplaats], Polen, VERWEERDER in cassatie,  advocaat: mr. P. Garretsen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP1429,ECLI:NL:HR:2004:AP1429,29 oktober 2004 Eerste Kamer Nr. C03/152HR AT Hoge Raad der Nederlanden,"29 oktober 2004 Eerste Kamer Nr. C03/152HR AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. E. van Staden ten Brink, t e g e n [Verweerder], wonende te [woonplaats], VERWEERDER in cassatie, advocaat: mr. G.C. Makkink. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP1083,ECLI:NL:HR:2004:AP1083,8 oktober 2004 Eerste Kamer Nr. C03/164HR JMH/AT Hoge Raad der Nederlanden,"8 oktober 2004 Eerste Kamer Nr. C03/164HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiseres], gevestigd te [vestigingsplaats], EISERES tot cassatie, advocaat: mr. D. Rijpma, t e g e n [Verweerster], gevestigd te [vestigingsplaats], VERWEERSTER in cassatie, advocaat: mr. P.J.M. von Schmidt auf Altenstadt. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP1665,ECLI:NL:HR:2004:AP1665,15 oktober 2004 Eerste Kamer Nr. C03/106HR JMH/MD Hoge Raad der Nederlanden,"15 oktober 2004 Eerste Kamer Nr. C03/106HR JMH/MD Hoge Raad der Nederlanden Arrest in de zaak van: BUDERUS-CHV MEPPEL B.V., gevestigd te Meppel, EISERES tot cassatie, advocaat: eerst mr. A.G. Castermans, thans mr. M.B.C. Kloppenburg, t e g e n de vennootschap naar Zwitsers recht ZÜRICH VERSICHERUNGSGESELLSCHAFT, in Nederland handelend onder de naam ZÜRICH VERZEKERINGEN, gevestigd te 's-Gravenhage, VERWEERSTER in cassatie, advocaat: mr. M.V. Polak. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP1668,ECLI:NL:HR:2004:AP1668,15 oktober 2004 Eerste Kamer Nr. C03/144HR RM/JMH Hoge Raad der Nederlanden,"15 oktober 2004 Eerste Kamer Nr. C03/144HR RM/JMH Hoge Raad der Nederlanden Arrest in de zaak van: 1. DE NEDERLANDSE VERENIGING VOOR DIERVERLOSKUNDIGEN DIERENARTSASSISTENTEN EN CASTREURS (voorheen de Nederlandse vereniging voor dierverloskundigen en castreurs), gevestigd te Leiden, 2. [Eiser 2], wonende te [woonplaats], 3. [Eiser 3], wonende te [woonplaats], 4. [Eiser 4], wonende te [woonplaats], 5. [Eiser 5], wonende te [woonplaats], EISERS tot cassatie, advocaat: mr. K.J. Nijman, t e g e n DE STAAT DER NEDERLANDEN, (Ministerie van Landbouw, Natuurbeheer en  Visserij), gevestigd te 's-Gravenhage, VERWEERDER in cassatie, advocaat: mr. J. van Duijvendijk-Brand. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP1431,ECLI:NL:HR:2004:AP1431,29 oktober 2004 Eerste Kamer Nr. C03/155HR RM/AT Hoge Raad der Nederlanden,"29 oktober 2004 Eerste Kamer Nr. C03/155HR RM/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiseres], gevestigd te [vestigingsplaats], EISERES tot cassatie, advocaat: mr. A.H. Vermeulen, t e g e n DE ONTVANGER VAN DE BELASTINGDIENST / GROTE ONDERNEMINGEN, gevestigd te Breda, VERWEERDER in cassatie, advocaat: mr. M.J. Schenck. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP1435,ECLI:NL:HR:2004:AP1435,22 oktober 2004 Eerste Kamer Nr. C03/176HR JMH/AT Hoge Raad der Nederlanden,"22 oktober 2004 Eerste Kamer Nr. C03/176HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: 1. [eiseres 1], en 2. [eiser 2], beiden wonende te [woonplaats], EISERS tot cassatie, advocaat: mr. E. van Staden ten Brink, t e g e n ABN AMRO BANK N.V., voorzoveel mogelijk en nodig tevens in haar hoedanigheid van gemachtigde van (resp. namens) de Staat der Nederlanden (Ministerie van Economische Zaken), gevestigd te Amsterdam, VERWEERSTER in cassatie, advocaat: mr. M.H. van der Woude. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP2638,ECLI:NL:HR:2004:AP2638,29 oktober 2004 Eerste Kamer Nr. C03/175HR RM/AT Hoge Raad der Nederlanden,"29 oktober 2004 Eerste Kamer Nr. C03/175HR RM/AT Hoge Raad der Nederlanden Arrest in de zaak van: COÖPERATIE HOLLAND TRANSPORT CORPORATION GROUP U.A., gevestigd te Deventer, EISERES tot cassatie, advocaat: mr. P.   Garretsen, t e g e n EBAG TRUCK LEASE B.V., gevestigd te Ede, VERWEERSTER in cassatie, niet verschenen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP2647,ECLI:NL:HR:2004:AP2647,29 oktober 2004 Eerste Kamer Nr. C03/179HR JMH Hoge Raad der Nederlanden,"29 oktober 2004 Eerste Kamer Nr. C03/179HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: NATIONALE-NEDERLANDEN SCHADEVERZEKERING MAATSCHAPPIJ N.V., gevestigd te 's-Gravenhage,  EISERES tot cassatie, advocaat: mr. G.C. Makkink, t e g e n [Verweerster], gevestigd te [vestigingsplaats], VERWEERSTER in cassatie, advocaat: mr. R.S. Meijer. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP2649,ECLI:NL:HR:2004:AP2649,29 oktober 2004 Eerste Kamer Nr. C03/201HR RM/AT Hoge Raad der Nederlanden,"29 oktober 2004 Eerste Kamer Nr. C03/201HR RM/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. M.L. Kleyn, t e g e n de vereniging met volledige rechtspersoonlijkheid Vereniging DWV WONINGCORPORATIE, gevestigd te Dongen, VERWEERSTER in cassatie, niet verschenen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP2669,ECLI:NL:HR:2004:AP2669,8 oktober 2004 Eerste Kamer Rek.nr. R03/086 HR,"8 oktober 2004 Eerste Kamer Rek.nr. R03/086 HR JMH/AS Hoge Raad der Nederlanden Beschikking in de zaak van: [De man], wonende te [woonplaats], VERZOEKER tot cassatie, incidenteel verweerder, advocaat: mr. J. van Duijvendijk-Brand, t e g e n [De vrouw], wonende te [woonplaats], VERWEERSTER in cassatie, incidenteel verzoekster, advocaat: mr. F.A.M. van Bree. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP1672,ECLI:NL:HR:2004:AP1672,22 oktober 2004 Eerste Kamer Nr. C03/173HR JMH/AT Hoge Raad der Nederlanden,"22 oktober 2004 Eerste Kamer Nr. C03/173HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: HBF HYDRO- BORING- EN FUNDERINGSTECHNIEKEN B.V., gevestigd te Oosthuizen, gemeente Zeevang, EISERES tot cassatie, advocaat: mr. P. Garretsen, t e g e n [Verweerder], wonende te [woonplaats], VERWEERDER in cassatie, advocaat: mr. R.A.A. Duk. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP4491,ECLI:NL:HR:2004:AP4491,15 oktober 2004 Eerste Kamer Nr. C03/199HR JMH/AT Hoge Raad der Nederlanden,"15 oktober 2004 Eerste Kamer Nr. C03/199HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiseres], gevestigd te [vestigingsplaats], EISERES tot cassatie, advocaat: eerst mr. H.H. Barendrecht, later: mr. H.J.R. Reinders, t e g e n DE GEMEENTE BERGEIJK, gevestigd te Bergeijk, VERWEERSTER in cassatie, advocaat: mr. B. Meijer. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP4498,ECLI:NL:HR:2004:AP4498,15 oktober 2004 Eerste Kamer Nr. C03/208HR JMH/AT Hoge Raad der Nederlanden,"15 oktober 2004 Eerste Kamer Nr. C03/208HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. J. Groen, t e g e n DE GEMEENTE BEEK, gevestigd te Beek, VERWEERSTER in cassatie, advocaat: mr. E. Grabandt. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP4502,ECLI:NL:HR:2004:AP4502,15 oktober 2004 Eerste Kamer Nr. R03/131HR JMH Hoge Raad der Nederlanden,"15 oktober 2004 Eerste Kamer Nr. R03/131HR JMH Hoge Raad der Nederlanden Beschikking in de zaak van: [de man], wonende [te woonplaats], Nederlandse Antillen, VERZOEKER tot cassatie, advocaat: mr. P. Garretsen, t e g e n [de vrouw], wonende [te woonplaats], Nederlandse Antillen, VERWEERSTER in cassatie, niet verschenen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP4504,ECLI:NL:HR:2004:AP4504,29 oktober 2004 Eerste Kamer Nr. C03/166HR JMH Hoge Raad der Nederlanden,"29 oktober 2004 Eerste Kamer Nr. C03/166HR JMH Hoge Raad der Nederlanden Arrest  in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. R.S. Meijer, t e g e n 1. [Verweerster 1], gevestigd te [vestigingsplaats], 2. ABN-AMRO BANK N.V., gevestigd te Amsterdam, VERWEERSTERS in cassatie, advocaat: mr. J.B.M.M. Wuisman. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP4769,ECLI:NL:HR:2004:AP4769,1 oktober 2004 Eerste Kamer Rek.nr. R03/067HR JMH/AS Hoge Raad der Nederlanden,"1 oktober 2004 Eerste Kamer Rek.nr. R03/067HR JMH/AS Hoge Raad der Nederlanden Beschikking in de zaak van: [De man], wonende te [woonplaats], VERZOEKER tot cassatie, advocaat: mr. H.H. Barendrecht, t e g e n [De vrouw], wonende te Brazilië, VERWEERSTER in cassatie, niet verschenen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AQ0542,ECLI:NL:HR:2004:AQ0542,15 oktober 2004 Eerste Kamer Rek.nr. R04/051HR JMH Hoge Raad der Nederlanden,"15 oktober 2004 Eerste Kamer Rek.nr. R04/051HR JMH Hoge Raad der Nederlanden Beschikking in de zaak van: TECH DATA NEDERLAND B.V., gevestigd te Deventer, VERZOEKSTER tot cassatie, advocaat: mr. S. Simonetti, t e g e n  PARTNER LEASE B.V., tevens handelende onder de naam Partner Finance, gevestigd te Maarssen, VERWEERSTER in cassatie, advocaat: mr. D.M. de Knijff. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AQ0547,ECLI:NL:HR:2004:AQ0547,29 oktober 2004 Eerste Kamer Nr. C03/015HR JMH/AT Hoge Raad der Nederlanden,"29 oktober 2004 Eerste Kamer Nr. C03/015HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: FORTIS BANK (NEDERLAND) N.V., voorheen genaamd Generale Bank Nederland N.V., voorheen genaamd Credit Lyonnais Bank Nederland N.V., gevestigd te Rotterdam, EISERES tot cassatie, advocaten: mr. G. Snijders en mr. M.W. Scheltema, t e g e n de erven van [betrokkene 1]: 1. [Verweerster 1], wonende te [woonplaats], 2. [Verweerder 2], zonder bekende woon- of verblijfplaats in Nederland, VERWEERDERS in cassatie, advocaat: mr. E. van Staden ten Brink, 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AQ7364,ECLI:NL:HR:2004:AQ7364,8 oktober 2004 Eerste Kamer Nr. C03/163HR JMH/AT Hoge Raad der Nederlanden,"8 oktober 2004 Eerste Kamer Nr. C03/163HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. D. Stoutjesdijk, t e g e n [Verweerder], wonende te [woonplaats], VERWEERDER in cassatie, advocaat: mr. P.C.M. van Schijndel. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AQ7387,ECLI:NL:HR:2004:AQ7387,29 oktober 2004 Eerste Kamer Rek.nr. R03/140HR JMH/AT Hoge Raad der Nederlanden,"29 oktober 2004 Eerste Kamer Rek.nr. R03/140HR JMH/AT Hoge Raad der Nederlanden Beschikking in de zaak van: [De moeder], wonende te [woonplaats], VERZOEKSTER tot cassatie, advocaat: mr. K.G.W. van Oven, t e g e n 1. DE RAAD VOOR DE KINDERBESCHERMING, gevestigd te Utrecht, VERWEERDER in cassatie, niet verschenen, 2. STICHTING LEGER DES HEILS WELZIJNS- EN GEZONDHEIDSZORG, AFDELING AMBULANTE JEUGDBESCHERMING EN JEUGDHULPVERLENING, in haar hoedanigheid van voogdij-instelling, gevestigd te Leusden, belanghebbende in cassatie, advocaat: mr. W.B. Teunis. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AR0175,ECLI:NL:HR:2004:AR0175,8 oktober 2004 Eerste Kamer Nr. C03/212HR JMH/AT Hoge Raad der Nederlanden,"8 oktober 2004 Eerste Kamer Nr. C03/212HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. P.S. Kamminga, t e g e n de rechtspersoon naar Zwitsers recht ZÜRICH VERSICHERUNGSGESELLSCHAFT, gevestigd te Zürich, Zwitserland, tevens kantoorhoudende te 's-Gravenhage, VERWEERSTER in cassatie, advocaat: mr. J.H.M. van Swaaij. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AR1213,ECLI:NL:HR:2004:AR1213,29 oktober 2004 Eerste Kamer Rek.nr. R03/081HR RM/AT Hoge Raad der Nederlanden,"29 oktober 2004 Eerste Kamer Rek.nr. R03/081HR RM/AT Hoge Raad der Nederlanden Beschikking in de zaak van: [De man], wonende te [woonplaats], VERZOEKER tot cassatie, advocaat: mr. P.J.A. Prinsen, t e g e n [De vrouw], wonende te [woonplaats], VERWEERSTER in cassatie, niet verschenen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AR1260,ECLI:NL:HR:2004:AR1260,22 oktober 2004 Eerste Kamer Rek.nr. R04/097HR RM/AT Hoge Raad der Nederlanden,"22 oktober 2004 Eerste Kamer Rek.nr. R04/097HR RM/AT Hoge Raad der Nederlanden Beschikking in de zaak van: [Verzoeker], wonende te [woonplaats], VERZOEKER tot cassatie, advocaat: mr. G.E.M. Later. 1. Het geding in feitelijke instantie..."
ECLI:NL:HR:2004:AR1289,ECLI:NL:HR:2004:AR1289,29 oktober 2004 Eerste Kamer Nr. C03/209HR RM/AT Hoge Raad der Nederlanden,"29 oktober 2004 Eerste Kamer Nr. C03/209HR RM/AT Hoge Raad der Nederlanden Arrest in de zaak van: 1. [Eiser 1], 2. [Eiseres 2], echtgenote van [eiser 1] beiden wonende te [woonplaats], EISERS tot cassatie, advocaat: aanvankelijk mr. M.W. Scheltema,  thans geen advocaat, t e g e n [Verweerder], wonende te [woonplaats], België, VERWEERDER in cassatie, advocaat: mr. P.S. Kamminga. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AR2974,ECLI:NL:HR:2004:AR2974,1 oktober 2004 Eerste Kamer Nr. C03/088HR JMH Hoge Raad der Nederlanden,"1 oktober 2004 Eerste Kamer Nr. C03/088HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: TAXICENTRALE MIDDELBURG B.V., gevestigd te Middelburg, EISERES tot cassatie, advocaat: mr. E. Grabandt, t e g e n [Verweerder], wonende te [woonplaats], VERWEERDER in cassatie, advocaat: mr. E. van Staden ten Brink. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AR4394,ECLI:NL:HR:2004:AR4394,22 oktober 2004 Eerste Kamer Nr. C03/297HR JMH/AT Hoge Raad der Nederlanden,"22 oktober 2004 Eerste Kamer Nr. C03/297HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. P. Garretsen, t e g e n 1. [Verweerder 1], wonende te [woonplaats], 2. [Verweerster 2], gevestigd te [vestigingsplaats], beiden handelende onder de naam [A] Makelaardij en Assurantiën, VERWEERDERS in cassatie, advocaat: mr. G.C. Makkink. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP0965,ECLI:NL:HR:2004:AP0965,12 november 2004 Eerste Kamer Nr. C03/149HR JMH Hoge Raad der Nederlanden,"12 november 2004 Eerste Kamer Nr. C03/149HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. E. Grabandt, t e g e n KCA DEUTAG NEDERLAND B.V., voorheen genaamd Deutag Nederland B.V., daarvoor genaamd Deutag Friesland Drilling B.V., gevestigd te Assen, VERWEERSTER in cassatie, advocaat: mr. R.A.A. Duk. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP1428,ECLI:NL:HR:2004:AP1428,12 november 2004 Eerste Kamer Nr. C03/136HR AT Hoge Raad der Nederlanden,"12 november 2004 Eerste Kamer Nr. C03/136HR AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiseres], wonende te [woonplaats], EISERES tot cassatie, advocaat: mr. J.A.M.A. Sluysmans, t e g e n STICHTING TRUDO, gevestigd te Eindhoven, VERWEERSTER in cassatie, niet verschenen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP1437,ECLI:NL:HR:2004:AP1437,5 november 2004 Eerste Kamer Nr. C03/187HR RM/AT Hoge Raad der Nederlanden,"5 november 2004 Eerste Kamer Nr. C03/187HR RM/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. P.J.L.J. Duijsens, t e g e n Mr. Leonard Joseph Marie LUCHTMAN, in zijn hoedanigheid van bewindvoerder in de schuldsanering van [betrokkene 1], wonende te Breda, VERWEERDER in cassatie, advocaat: mr. J.A.M.A. Sluysmans. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP1463,ECLI:NL:HR:2004:AP1463,5 november 2004 Eerste Kamer Nr. C03/281HR JMH/AT Hoge Raad der Nederlanden,"5 november 2004 Eerste Kamer Nr. C03/281HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: STICHTING DE LOZERHOF, gevestigd te 's-Gravenhage, EISERES tot cassatie, advocaat: mr. M.H. van der Woude, t e g e n [verweerster], wonende te [woonplaats], VERWEERSTER in cassatie, niet verschenen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP4460,ECLI:NL:HR:2004:AP4460,12 november 2004 Eerste Kamer Nr. C03/151HR RM/AT Hoge Raad der Nederlanden,"12 november 2004 Eerste Kamer Nr. C03/151HR RM/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiseres], gevestigd te [vestigingsplaats], EISERES tot cassatie, advocaat: mr. E. van Staden ten Brink, t e g e n [Verweerder], wonende te [woonplaats], VERWEERDER in cassatie, advocaat: mr. P.J.L.J. Duijsens. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP4500,ECLI:NL:HR:2004:AP4500,19 november 2004 Eerste Kamer Nr. C03/278HR JMH/AT Hoge Raad der Nederlanden,"19 november 2004 Eerste Kamer Nr. C03/278HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: 1. [Eiser 1] en 2. [Eiseres 2], beiden wonende te [woonplaats], EISERS tot cassatie, advocaat: mr. G.C. Makkink, t e g e n [Verweerster], wonende te [woonplaats], VERWEERSTER in cassatie, advocaat: mr. M.J. van Basten Batenburg. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP4743,ECLI:NL:HR:2004:AP4743,19 november 2004 Eerste Kamer Nr. C03/112HR JMH Hoge Raad der Nederlanden,"19 november 2004 Eerste Kamer Nr. C03/112HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: [Eiseres], gevestigd te [vestigingsplaats], EISERES tot cassatie, advocaat: mr. R.T.R.F. Carli, t e g e n 1. WITADI HOLDING B.V., 2. WITADI B.V., beide gevestigd te Didam, VERWEERSTERS in cassatie, advocaat: mr. P.J.M. von Schmidt auf Altenstadt. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP9663,ECLI:NL:HR:2004:AP9663,12 november 2004 Eerste Kamer Nr. C03/161HR JMH Hoge Raad der Nederlanden,"12 november 2004 Eerste Kamer Nr. C03/161HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: de vennootschap naar vreemd recht IMPRO LIMITED, gevestigd te Gloucester, Verenigd Koninkrijk, EISERES tot cassatie, voorwaardelijk incidenteel verweerster, advocaat: mr. W. Taekema, t e g e n LIKO NEDERLAND B.V., gevestigd te Zeewolde, VERWEERSTER in cassatie, voorwaardelijk incidenteel eiseres, advocaat: mr. E. Grabandt. 1. De gedingen in feitelijke instanties..."
ECLI:NL:HR:2004:AP9665,ECLI:NL:HR:2004:AP9665,26 november 2004 Eerste Kamer Nr. C03/202HR JMH Hoge Raad der Nederlanden,"26 november 2004 Eerste Kamer Nr. C03/202HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. D. Rijpma, t e g e n 1. [Verweerder 1] en 2. [Verweerster 2], beiden wonende te [woonplaats], VERWEERDERS in cassatie, niet verschenen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP9666,ECLI:NL:HR:2004:AP9666,12 november 2004 Eerste Kamer Nr. C03/300HR JMH/AT Hoge Raad der Nederlanden,"12 november 2004 Eerste Kamer Nr. C03/300HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: Mr. Wilhelm AERTS, in zijn hoedanigheid van curator in het faillissement van RAAD ADMINISTRATIE CONSULTANTS B.V. en [A] B.V., wonende te Mook, EISER tot cassatie, advocaat: mr. R.S. Meijer, t e g e n [Verweerder], wonende te [woonplaats], VERWEERDER in cassatie, advocaat: mr. C.J.J.C. van Nispen. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AQ0545,ECLI:NL:HR:2004:AQ0545,19 november 2004 Eerste Kamer Nr. C03/009HR JMH/AT Hoge Raad der Nederlanden,"19 november 2004 Eerste Kamer Nr. C03/009HR JMH/AT Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, incidenteel verweerder, advocaat: mr. P.J.L.J. Duijsens, t e g e n [Verweerder], wonende te [woonplaats], VERWEERDER in cassatie, incidenteel eiser, advocaat: mr. M. Ynzonides. 1. Het geding in feitelijke instanties..."
ECLI:NL:HR:2004:AP9636,ECLI:NL:HR:2004:AP9636,12 november 2004 Eerste Kamer Nr. C03/157HR JMH Hoge Raad der Nederlanden,"12 november 2004 Eerste Kamer Nr. C03/157HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: [Eiseres], wonende te [woonplaats], EISERES tot cassatie, advocaat: mr. R.Ch. Rombach, t e g e n [Verweerder], wonende te [woonplaats], VERWEERDER in cassatie, advocaat: mr. M.H. van der Woude. 1. Het geding in feitelijke instanties..."
